UserID,Age,Gender,Daily_ScreenTime_Hours,SocialMedia_Min,Gaming_Min,Study_Min,Sleep_Hours,Device Type,Calls_Min,Messages_Sent,Battery_Drain_Percent,Record_Type,Total_Tracked_App_Min,Social_Ratio,Gaming_Ratio,Study_Ratio,Communication_Intensity,Sleep_Deficit,Usage_Intensity_Score,Usage_Level,Total_Tracked_Activity_Hours,User_Cluster,Cluster_Name
9492,30,Male,5.24,168,32,211,5.9,iPhone,61,96,6,Synthetic_Expansion,411,0.409,0.078,0.513,93.0,2.1,41.0,Moderate,7.866666666666666,2,Group C
9493,40,Male,3.79,62,168,151,6.5,iPhone,1,128,28,Synthetic_Expansion,381,0.163,0.441,0.396,43.7,1.5,44.6,Moderate,6.366666666666666,0,Group A
9494,18,Female,10.41,110,78,186,4.6,iPhone,58,227,26,Synthetic_Expansion,374,0.294,0.209,0.497,133.7,3.4,68.8,High,7.2,2,Group C
9495,22,Male,4.1,127,162,189,5.8,Android,120,223,22,Synthetic_Expansion,478,0.266,0.339,0.395,194.3,2.2,52.4,Moderate,9.966666666666669,0,Group A
9496,20,Female,11.4,100,80,218,7.5,iPhone,6,136,25,Synthetic_Expansion,398,0.251,0.201,0.548,51.3,0.5,68.5,High,6.733333333333333,3,Group D
9497,18,Female,5.61,225,176,169,8.0,Android,58,28,32,Synthetic_Expansion,570,0.395,0.309,0.296,67.3,0.0,63.4,High,10.466666666666669,3,Group D
9498,33,Female,10.19,200,137,212,5.5,iPhone,68,30,22,Synthetic_Expansion,549,0.364,0.25,0.386,78.0,2.5,72.8,High,10.283333333333331,3,Group D
9499,42,Female,9.19,181,87,96,7.0,Android,63,226,38,Synthetic_Expansion,364,0.497,0.239,0.264,138.3,1.0,73.8,High,7.116666666666666,2,Group C
9500,42,Female,4.37,67,62,55,4.2,iPhone,80,112,32,Synthetic_Expansion,184,0.364,0.337,0.299,117.3,3.8,38.9,Moderate,4.4,1,Group B
9501,21,Male,8.11,61,99,282,4.6,Android,119,12,27,Synthetic_Expansion,442,0.138,0.224,0.638,123.0,3.4,50.9,Moderate,9.35,0,Group A
9502,18,Female,6.92,16,170,61,7.5,Android,112,106,34,Synthetic_Expansion,247,0.065,0.688,0.247,147.3,0.5,53.5,Moderate,5.983333333333333,1,Group B
9503,19,Male,8.52,124,19,267,6.9,iPhone,36,182,35,Synthetic_Expansion,410,0.302,0.046,0.651,96.7,1.1,58.7,High,7.433333333333334,2,Group C
9504,19,Female,9.9,126,72,141,7.4,Android,10,126,5,Synthetic_Expansion,339,0.372,0.212,0.416,52.0,0.6,59.1,High,5.816666666666666,2,Group C
9505,39,Male,6.19,115,39,163,6.5,iPhone,71,22,29,Synthetic_Expansion,317,0.363,0.123,0.514,78.3,1.5,44.0,Moderate,6.466666666666667,2,Group C
9506,35,Female,7.64,226,88,254,8.8,iPhone,11,210,6,Synthetic_Expansion,568,0.398,0.155,0.447,81.0,0.0,63.3,High,9.65,3,Group D
9507,19,Male,11.02,64,161,233,7.5,iPhone,58,156,25,Synthetic_Expansion,458,0.14,0.352,0.509,110.0,0.5,71.5,High,8.6,3,Group D
9508,40,Male,11.34,157,31,71,6.2,Android,91,175,37,Synthetic_Expansion,259,0.606,0.12,0.274,149.3,1.8,73.3,High,5.833333333333333,2,Group C
9509,20,Female,5.07,238,31,33,6.6,iPhone,83,180,5,Synthetic_Expansion,302,0.788,0.103,0.109,143.0,1.4,48.7,Moderate,6.416666666666667,2,Group C
9510,28,Male,3.54,208,15,192,6.5,Android,62,198,20,Synthetic_Expansion,415,0.501,0.036,0.463,128.0,1.5,43.5,Moderate,7.95,2,Group C
9511,33,Male,11.04,176,121,225,9.8,Android,60,139,22,Synthetic_Expansion,522,0.337,0.232,0.431,106.3,0.0,76.3,High,9.7,3,Group D
9512,21,Female,10.63,225,94,138,7.3,iPhone,17,82,26,Synthetic_Expansion,457,0.492,0.206,0.302,44.3,0.7,75.7,High,7.9,3,Group D
9513,30,Female,8.27,143,83,239,6.4,iPhone,2,144,25,Synthetic_Expansion,465,0.308,0.178,0.514,50.0,1.6,60.9,High,7.783333333333333,3,Group D
9514,20,Female,3.17,68,29,15,6.0,Android,99,169,34,Synthetic_Expansion,112,0.607,0.259,0.134,155.3,2.0,34.1,Moderate,3.5166666666666666,1,Group B
9515,18,Male,8.14,192,51,118,5.7,iPhone,90,41,19,Synthetic_Expansion,361,0.532,0.141,0.327,103.7,2.3,56.9,Moderate,7.516666666666667,2,Group C
9516,18,Male,7.14,46,63,228,6.8,iPhone,4,189,26,Synthetic_Expansion,337,0.136,0.187,0.677,67.0,1.2,48.7,Moderate,5.683333333333334,0,Group A
9517,42,Male,6.7,107,91,157,6.9,iPhone,39,165,29,Synthetic_Expansion,355,0.301,0.256,0.442,94.0,1.1,54.4,Moderate,6.566666666666666,0,Group A
9518,27,Female,4.75,35,97,54,5.1,iPhone,37,289,23,Synthetic_Expansion,186,0.188,0.522,0.29,133.3,2.9,44.2,Moderate,3.716666666666667,1,Group B
9519,18,Male,7.97,102,187,190,8.8,iPhone,39,197,12,Synthetic_Expansion,479,0.213,0.39,0.397,104.7,0.0,63.5,High,8.633333333333333,3,Group D
9520,32,Male,1.99,51,101,174,7.6,Android,16,289,12,Synthetic_Expansion,326,0.156,0.31,0.534,112.3,0.4,32.8,Moderate,5.7,0,Group A
9521,35,Male,9.23,27,54,278,8.4,iPhone,75,99,14,Synthetic_Expansion,359,0.075,0.15,0.774,108.0,0.0,48.2,Moderate,7.233333333333333,0,Group A
9522,19,Male,10.97,64,0,277,5.9,Android,73,162,34,Synthetic_Expansion,341,0.188,0.0,0.812,127.0,2.1,60.4,High,6.9,2,Group C
9523,18,Female,7.08,37,87,269,4.6,Android,37,74,29,Synthetic_Expansion,393,0.094,0.221,0.684,61.7,3.4,46.6,Moderate,7.166666666666667,0,Group A
9524,18,Male,10.75,101,131,175,4.1,Android,21,294,14,Synthetic_Expansion,407,0.248,0.322,0.43,119.0,3.9,72.9,High,7.133333333333334,3,Group D
9525,19,Male,3.8,154,15,167,9.3,Android,51,32,32,Synthetic_Expansion,336,0.458,0.045,0.497,61.7,0.0,37.4,Moderate,6.45,2,Group C
9526,27,Male,6.71,44,135,146,8.4,iPhone,1,299,33,Synthetic_Expansion,325,0.135,0.415,0.449,100.7,0.0,58.3,High,5.433333333333334,0,Group A
9527,18,Female,11.01,28,12,226,7.5,Android,82,121,6,Synthetic_Expansion,266,0.105,0.045,0.85,122.3,0.5,50.2,Moderate,5.8,2,Group C
9528,41,Male,5.34,158,155,79,6.7,Android,82,237,14,Synthetic_Expansion,392,0.403,0.395,0.202,161.0,1.3,57.5,Moderate,7.9,1,Group B
9529,32,Male,1.72,63,156,4,9.6,Android,106,29,5,Synthetic_Expansion,223,0.283,0.7,0.018,115.7,0.0,26.9,Low,5.483333333333333,1,Group B
9530,33,Female,3.53,171,131,157,5.3,Android,45,296,23,Synthetic_Expansion,459,0.373,0.285,0.342,143.7,2.7,54.0,Moderate,8.4,1,Group B
9531,42,Female,9.31,222,119,202,8.4,Android,50,159,6,Synthetic_Expansion,543,0.409,0.219,0.372,103.0,0.0,70.1,High,9.883333333333333,3,Group D
9532,23,Male,11.74,230,116,69,9.4,iPhone,56,162,16,Synthetic_Expansion,415,0.554,0.28,0.166,110.0,0.0,82.3,High,7.85,3,Group D
9533,42,Male,8.46,197,20,24,4.3,iPhone,84,161,14,Synthetic_Expansion,241,0.817,0.083,0.1,137.7,3.7,58.7,High,5.416666666666667,2,Group C
9534,34,Female,7.27,20,45,169,4.6,iPhone,79,111,8,Synthetic_Expansion,234,0.085,0.192,0.722,116.0,3.4,38.4,Moderate,5.216666666666667,0,Group A
9535,18,Male,3.88,241,49,133,5.9,Android,114,15,25,Synthetic_Expansion,423,0.57,0.116,0.314,119.0,2.1,45.5,Moderate,8.95,2,Group C
9536,33,Female,4.84,62,122,7,6.6,iPhone,34,221,5,Synthetic_Expansion,191,0.325,0.639,0.037,107.7,1.4,42.1,Moderate,3.75,1,Group B
9537,25,Male,7.68,73,98,118,8.3,Android,72,63,17,Synthetic_Expansion,289,0.253,0.339,0.408,93.0,0.0,49.4,Moderate,6.016666666666667,1,Group B
9538,18,Male,11.06,103,20,176,6.5,Android,30,158,24,Synthetic_Expansion,299,0.344,0.067,0.589,82.7,1.5,63.0,High,5.483333333333333,2,Group C
9539,34,Male,6.69,49,112,133,4.9,iPhone,70,163,35,Synthetic_Expansion,294,0.167,0.381,0.452,124.3,3.1,52.7,Moderate,6.066666666666666,0,Group A
9540,42,Male,1.9,72,107,225,5.4,Android,11,110,25,Synthetic_Expansion,404,0.178,0.265,0.557,47.7,2.6,32.0,Low,6.916666666666667,0,Group A
9541,34,Male,11.46,66,110,243,6.3,Android,114,64,13,Synthetic_Expansion,419,0.158,0.263,0.58,135.3,1.7,63.0,High,8.883333333333333,3,Group D
9542,42,Male,5.54,41,70,36,5.3,Android,77,108,38,Synthetic_Expansion,147,0.279,0.476,0.245,113.0,2.7,43.1,Moderate,3.733333333333333,1,Group B
9543,24,Female,4.57,189,147,246,6.9,iPhone,96,114,8,Synthetic_Expansion,582,0.325,0.253,0.423,134.0,1.1,50.9,Moderate,11.3,3,Group D
9544,20,Female,9.88,138,93,54,8.3,Android,3,96,23,Synthetic_Expansion,285,0.484,0.326,0.189,35.0,0.0,65.2,High,4.8,1,Group B
9545,18,Male,2.38,32,94,151,7.5,iPhone,36,111,34,Synthetic_Expansion,277,0.116,0.339,0.545,73.0,0.5,31.6,Low,5.216666666666667,0,Group A
9546,18,Male,9.33,56,44,148,5.6,iPhone,46,159,18,Synthetic_Expansion,248,0.226,0.177,0.597,99.0,2.4,53.1,Moderate,4.9,2,Group C
9547,18,Male,3.59,180,132,228,6.9,iPhone,62,112,18,Synthetic_Expansion,540,0.333,0.244,0.422,99.3,1.1,47.7,Moderate,10.033333333333331,0,Group A
9548,18,Male,10.48,18,139,155,6.8,Android,37,259,26,Synthetic_Expansion,312,0.058,0.446,0.497,123.3,1.2,67.5,High,5.816666666666666,3,Group D
9549,27,Female,6.9,24,16,256,7.3,iPhone,1,311,11,Synthetic_Expansion,296,0.081,0.054,0.865,104.7,0.7,42.3,Moderate,4.95,0,Group A
9550,19,Male,3.3,227,66,72,6.2,iPhone,3,260,12,Synthetic_Expansion,365,0.622,0.181,0.197,89.7,1.8,48.5,Moderate,6.133333333333334,1,Group B
9551,40,Female,6.41,177,88,248,7.6,Android,38,161,5,Synthetic_Expansion,513,0.345,0.172,0.483,91.7,0.4,52.7,Moderate,9.183333333333334,3,Group D
9552,20,Female,11.19,63,38,6,4.2,iPhone,44,187,26,Synthetic_Expansion,107,0.589,0.355,0.056,106.3,3.8,63.1,High,2.5166666666666666,2,Group C
9553,18,Female,2.0,22,52,133,8.7,iPhone,9,109,28,Synthetic_Expansion,207,0.106,0.251,0.643,45.3,0.0,24.3,Low,3.6,0,Group A
9554,18,Male,11.27,195,157,131,5.5,iPhone,13,121,40,Synthetic_Expansion,483,0.404,0.325,0.271,53.3,2.5,85.6,High,8.266666666666667,3,Group D
9555,18,Female,11.15,116,155,221,8.3,iPhone,75,154,10,Synthetic_Expansion,492,0.236,0.315,0.449,126.3,0.0,72.0,High,9.45,3,Group D
9556,18,Male,8.82,207,19,285,8.7,Android,0,225,6,Synthetic_Expansion,511,0.405,0.037,0.558,75.0,0.0,60.9,High,8.516666666666667,2,Group C
9557,41,Male,8.37,240,78,23,7.2,iPhone,84,176,19,Synthetic_Expansion,341,0.704,0.229,0.067,142.7,0.8,68.5,High,7.083333333333333,1,Group B
9558,38,Male,3.11,18,149,263,6.7,Android,11,152,25,Synthetic_Expansion,430,0.042,0.347,0.612,61.7,1.3,36.9,Moderate,7.35,0,Group A
9559,19,Male,2.5,109,93,128,4.6,iPhone,50,103,33,Synthetic_Expansion,330,0.33,0.282,0.388,84.3,3.4,37.9,Moderate,6.333333333333333,0,Group A
9560,19,Male,7.31,141,131,166,6.2,Android,34,132,37,Synthetic_Expansion,438,0.322,0.299,0.379,78.0,1.8,63.7,High,7.866666666666666,3,Group D
9561,21,Male,10.78,109,29,165,5.2,Android,49,125,23,Synthetic_Expansion,303,0.36,0.096,0.545,90.7,2.8,61.8,High,5.866666666666666,2,Group C
9562,44,Male,10.96,127,39,13,7.0,iPhone,116,270,14,Synthetic_Expansion,179,0.709,0.218,0.073,206.0,1.0,67.4,High,4.916666666666667,2,Group C
9563,18,Female,3.89,111,41,220,7.0,iPhone,46,139,14,Synthetic_Expansion,372,0.298,0.11,0.591,92.3,1.0,35.4,Moderate,6.966666666666667,0,Group A
9564,18,Male,11.33,106,2,156,6.5,iPhone,78,155,28,Synthetic_Expansion,264,0.402,0.008,0.591,129.7,1.5,63.7,High,5.7,2,Group C
9565,30,Male,4.0,92,151,52,6.3,Android,31,112,25,Synthetic_Expansion,295,0.312,0.512,0.176,68.3,1.7,45.2,Moderate,5.433333333333334,1,Group B
9566,24,Male,6.4,171,1,62,6.6,iPhone,98,35,14,Synthetic_Expansion,234,0.731,0.004,0.265,109.7,1.4,43.0,Moderate,5.533333333333333,2,Group C
9567,31,Male,8.79,53,1,208,4.6,iPhone,108,87,12,Synthetic_Expansion,262,0.202,0.004,0.794,137.0,3.4,43.4,Moderate,6.166666666666667,2,Group C
9568,18,Female,5.43,55,76,297,5.3,iPhone,72,257,34,Synthetic_Expansion,428,0.129,0.178,0.694,157.7,2.7,48.3,Moderate,8.333333333333334,0,Group A
9569,18,Male,7.92,34,133,97,7.4,Android,95,195,29,Synthetic_Expansion,264,0.129,0.504,0.367,160.0,0.6,57.4,Moderate,5.983333333333333,1,Group B
9570,23,Male,10.89,67,145,180,8.4,iPhone,49,35,26,Synthetic_Expansion,392,0.171,0.37,0.459,60.7,0.0,66.2,High,7.35,3,Group D
9571,18,Female,4.72,167,152,123,10.1,Android,1,265,22,Synthetic_Expansion,442,0.378,0.344,0.278,89.3,0.0,58.6,High,7.383333333333334,1,Group B
9572,34,Male,8.34,160,165,21,6.5,iPhone,60,156,10,Synthetic_Expansion,346,0.462,0.477,0.061,112.0,1.5,66.1,High,6.766666666666667,1,Group B
9573,35,Female,8.22,224,138,197,8.2,Android,3,134,15,Synthetic_Expansion,559,0.401,0.247,0.352,47.7,0.0,69.2,High,9.366666666666667,3,Group D
9574,41,Male,4.66,79,68,225,5.6,Android,62,266,25,Synthetic_Expansion,372,0.212,0.183,0.605,150.7,2.4,44.8,Moderate,7.233333333333333,0,Group A
9575,24,Female,6.81,19,23,165,4.7,Android,92,28,36,Synthetic_Expansion,207,0.092,0.111,0.797,101.3,3.3,39.0,Moderate,4.983333333333333,0,Group A
9576,36,Male,3.92,68,87,215,6.5,Android,98,138,34,Synthetic_Expansion,370,0.184,0.235,0.581,144.0,1.5,40.7,Moderate,7.8,0,Group A
9577,42,Female,8.4,75,80,258,5.4,iPhone,1,107,26,Synthetic_Expansion,413,0.182,0.194,0.625,36.7,2.6,54.5,Moderate,6.9,0,Group A
9578,36,Female,10.24,58,163,215,9.3,Android,83,115,38,Synthetic_Expansion,436,0.133,0.374,0.493,121.3,0.0,70.2,High,8.65,3,Group D
9579,41,Female,5.33,194,182,239,4.5,iPhone,0,186,12,Synthetic_Expansion,615,0.315,0.296,0.389,62.0,3.5,60.5,High,10.25,3,Group D
9580,21,Male,8.17,103,130,250,5.7,iPhone,89,159,35,Synthetic_Expansion,483,0.213,0.269,0.518,142.0,2.3,64.1,High,9.533333333333331,3,Group D
9581,26,Male,10.63,151,189,153,4.6,Android,85,151,5,Synthetic_Expansion,493,0.306,0.383,0.31,135.3,3.4,74.5,High,9.633333333333333,3,Group D
9582,26,Female,8.25,185,133,165,6.8,iPhone,13,247,27,Synthetic_Expansion,483,0.383,0.275,0.342,95.3,1.2,72.4,High,8.266666666666667,3,Group D
9583,19,Female,11.32,226,137,157,9.9,Android,0,12,34,Synthetic_Expansion,520,0.435,0.263,0.302,4.0,0.0,81.6,High,8.666666666666666,3,Group D
9584,40,Female,9.18,208,150,231,8.4,Android,66,170,33,Synthetic_Expansion,589,0.353,0.255,0.392,122.7,0.0,78.2,High,10.916666666666666,3,Group D
9585,22,Male,6.3,53,142,275,5.9,Android,4,206,28,Synthetic_Expansion,470,0.113,0.302,0.585,72.7,2.1,53.7,Moderate,7.9,0,Group A
9586,26,Male,3.18,227,114,265,8.6,iPhone,6,251,27,Synthetic_Expansion,606,0.375,0.188,0.437,89.7,0.0,55.5,Moderate,10.2,0,Group A
9587,42,Male,4.54,61,90,46,5.5,iPhone,81,3,20,Synthetic_Expansion,197,0.31,0.457,0.234,82.0,2.5,34.7,Moderate,4.633333333333334,1,Group B
9588,33,Male,4.31,230,79,29,6.2,Android,94,94,5,Synthetic_Expansion,338,0.68,0.234,0.086,125.3,1.8,46.3,Moderate,7.2,1,Group B
9589,37,Male,9.57,76,34,267,4.0,Android,93,122,35,Synthetic_Expansion,377,0.202,0.09,0.708,133.7,4.0,57.9,Moderate,7.833333333333333,2,Group C
9590,18,Female,7.73,219,122,0,8.8,Android,88,199,26,Synthetic_Expansion,341,0.642,0.358,0.0,154.3,0.0,70.5,High,7.15,1,Group B
9591,41,Male,4.93,8,32,260,6.6,Android,60,18,31,Synthetic_Expansion,300,0.027,0.107,0.867,66.0,1.4,30.2,Low,6.0,0,Group A
9592,37,Female,11.94,194,149,5,6.5,Android,122,191,27,Synthetic_Expansion,348,0.557,0.428,0.014,185.7,1.5,86.5,High,7.833333333333333,1,Group B
9593,43,Female,3.31,130,139,93,4.3,Android,114,145,35,Synthetic_Expansion,362,0.359,0.384,0.257,162.3,3.7,48.4,Moderate,7.933333333333334,1,Group B
9594,21,Male,3.77,74,95,233,7.6,Android,3,34,35,Synthetic_Expansion,402,0.184,0.236,0.58,14.3,0.4,38.1,Moderate,6.75,0,Group A
9595,40,Female,6.86,64,137,110,6.8,iPhone,98,224,35,Synthetic_Expansion,311,0.206,0.441,0.354,172.7,1.2,58.7,High,6.816666666666666,1,Group B
9596,18,Male,8.54,155,15,148,7.6,Android,13,140,24,Synthetic_Expansion,318,0.487,0.047,0.465,59.7,0.4,56.9,Moderate,5.516666666666667,2,Group C
9597,24,Female,9.77,159,10,133,8.8,iPhone,69,8,39,Synthetic_Expansion,302,0.526,0.033,0.44,71.7,0.0,60.7,High,6.183333333333334,2,Group C
9598,29,Male,7.78,77,165,165,6.2,Android,0,144,9,Synthetic_Expansion,407,0.189,0.405,0.405,48.0,1.8,56.4,Moderate,6.783333333333333,3,Group D
9599,23,Male,3.93,212,174,126,4.8,Android,40,156,38,Synthetic_Expansion,512,0.414,0.34,0.246,92.0,3.2,61.6,High,9.2,1,Group B
9600,31,Female,11.33,54,92,47,5.9,Android,78,32,24,Synthetic_Expansion,193,0.28,0.477,0.244,88.7,2.1,61.7,High,4.516666666666667,2,Group C
9601,28,Male,7.74,25,126,193,8.9,iPhone,9,179,22,Synthetic_Expansion,344,0.073,0.366,0.561,68.7,0.0,53.1,Moderate,5.883333333333334,0,Group A
9602,30,Male,8.52,71,146,270,7.6,iPhone,3,287,37,Synthetic_Expansion,487,0.146,0.3,0.554,98.7,0.4,68.9,High,8.166666666666666,3,Group D
9603,40,Male,10.88,232,96,234,9.6,iPhone,21,296,15,Synthetic_Expansion,562,0.413,0.171,0.416,119.7,0.0,81.8,High,9.716666666666669,3,Group D
9604,41,Male,8.56,47,156,118,8.5,Android,83,179,9,Synthetic_Expansion,321,0.146,0.486,0.368,142.7,0.0,57.2,Moderate,6.733333333333333,3,Group D
9605,18,Female,4.4,197,154,143,6.2,Android,33,84,36,Synthetic_Expansion,494,0.399,0.312,0.289,61.0,1.8,57.6,Moderate,8.783333333333333,1,Group B
9606,18,Male,8.3,228,93,269,5.0,iPhone,3,17,35,Synthetic_Expansion,590,0.386,0.158,0.456,8.7,3.0,67.2,High,9.883333333333333,3,Group D
9607,18,Male,10.53,227,67,144,4.6,Android,65,130,23,Synthetic_Expansion,438,0.518,0.153,0.329,108.3,3.4,74.1,High,8.383333333333333,2,Group C
9608,36,Male,2.1,65,99,291,8.5,Android,45,54,31,Synthetic_Expansion,455,0.143,0.218,0.64,63.0,0.0,31.1,Low,8.333333333333334,0,Group A
9609,43,Female,2.28,18,121,77,8.6,iPhone,20,115,7,Synthetic_Expansion,216,0.083,0.56,0.356,58.3,0.0,25.7,Low,3.933333333333333,0,Group A
9610,18,Male,8.89,46,175,9,6.6,iPhone,74,295,12,Synthetic_Expansion,230,0.2,0.761,0.039,172.3,1.4,64.6,High,5.066666666666666,1,Group B
9611,18,Male,4.0,237,21,235,6.7,iPhone,60,255,14,Synthetic_Expansion,493,0.481,0.043,0.477,145.0,1.3,48.5,Moderate,9.216666666666669,2,Group C
9612,40,Female,7.31,40,87,132,4.3,Android,63,235,33,Synthetic_Expansion,259,0.154,0.336,0.51,141.3,3.7,54.1,Moderate,5.366666666666666,0,Group A
9613,40,Male,11.14,71,76,3,7.0,Android,38,268,36,Synthetic_Expansion,150,0.473,0.507,0.02,127.3,1.0,72.0,High,3.1333333333333333,1,Group B
9614,36,Female,4.16,185,86,196,4.3,iPhone,81,144,25,Synthetic_Expansion,467,0.396,0.184,0.42,129.0,3.7,49.2,Moderate,9.133333333333333,0,Group A
9615,22,Male,1.68,112,1,136,4.9,Android,107,290,8,Synthetic_Expansion,249,0.45,0.004,0.546,203.7,3.1,27.4,Low,5.933333333333334,0,Group A
9616,39,Female,4.4,65,71,222,6.1,iPhone,75,31,11,Synthetic_Expansion,358,0.182,0.198,0.62,85.3,1.9,31.6,Low,7.216666666666667,0,Group A
9617,24,Male,6.47,165,53,279,6.7,Android,22,236,28,Synthetic_Expansion,497,0.332,0.107,0.561,100.7,1.3,57.3,Moderate,8.65,2,Group C
9618,18,Male,10.99,67,65,143,6.8,Android,8,185,13,Synthetic_Expansion,275,0.244,0.236,0.52,69.7,1.2,61.6,High,4.716666666666667,2,Group C
9619,27,Male,9.87,178,93,277,5.2,Android,79,291,37,Synthetic_Expansion,548,0.325,0.17,0.505,176.0,2.8,78.5,High,10.45,3,Group D
9620,18,Female,4.36,221,58,166,5.7,Android,43,16,29,Synthetic_Expansion,445,0.497,0.13,0.373,48.3,2.3,47.4,Moderate,8.133333333333333,2,Group C
9621,31,Female,3.48,92,5,173,9.6,iPhone,97,160,21,Synthetic_Expansion,270,0.341,0.019,0.641,150.3,0.0,31.7,Low,6.116666666666666,0,Group A
9622,22,Female,3.1,158,67,284,4.4,iPhone,46,103,35,Synthetic_Expansion,509,0.31,0.132,0.558,80.3,3.6,42.6,Moderate,9.25,0,Group A
9623,41,Male,1.69,11,31,165,7.3,iPhone,6,158,24,Synthetic_Expansion,207,0.053,0.15,0.797,58.7,0.7,21.1,Low,3.55,0,Group A
9624,27,Male,10.0,191,81,222,9.4,Android,17,163,28,Synthetic_Expansion,494,0.387,0.164,0.449,71.3,0.0,72.6,High,8.516666666666667,3,Group D
9625,27,Female,8.67,120,120,259,7.6,iPhone,82,199,39,Synthetic_Expansion,499,0.24,0.24,0.519,148.3,0.4,68.9,High,9.683333333333334,3,Group D
9626,18,Male,7.4,180,173,169,8.9,Android,13,297,6,Synthetic_Expansion,522,0.345,0.331,0.324,112.0,0.0,68.6,High,8.916666666666666,3,Group D
9627,23,Female,1.55,13,98,192,6.4,Android,78,210,14,Synthetic_Expansion,303,0.043,0.323,0.634,148.0,1.6,25.6,Low,6.35,0,Group A
9628,31,Male,5.37,109,170,182,9.2,iPhone,35,65,34,Synthetic_Expansion,461,0.236,0.369,0.395,56.7,0.0,54.1,Moderate,8.266666666666667,3,Group D
9629,38,Male,5.34,119,144,144,5.8,Android,10,306,21,Synthetic_Expansion,407,0.292,0.354,0.354,112.0,2.2,57.4,Moderate,6.95,1,Group B
9630,41,Male,1.56,16,158,77,8.8,iPhone,23,159,13,Synthetic_Expansion,251,0.064,0.629,0.307,76.0,0.0,28.9,Low,4.566666666666666,1,Group B
9631,40,Male,4.19,161,162,156,7.5,iPhone,40,297,15,Synthetic_Expansion,479,0.336,0.338,0.326,139.0,0.5,56.3,Moderate,8.65,1,Group B
9632,24,Male,4.14,70,123,207,5.6,Android,37,229,27,Synthetic_Expansion,400,0.175,0.308,0.518,113.3,2.4,46.0,Moderate,7.283333333333333,0,Group A
9633,18,Female,11.31,122,97,218,4.1,Android,45,135,14,Synthetic_Expansion,437,0.279,0.222,0.499,90.0,3.9,68.7,High,8.033333333333333,3,Group D
9634,27,Male,8.3,184,101,137,9.2,iPhone,30,27,12,Synthetic_Expansion,422,0.436,0.239,0.325,39.0,0.0,58.8,High,7.533333333333333,3,Group D
9635,41,Male,5.12,56,136,249,6.8,Android,78,291,38,Synthetic_Expansion,441,0.127,0.308,0.565,175.0,1.2,54.4,Moderate,8.65,0,Group A
9636,37,Female,7.07,120,0,29,7.0,iPhone,116,99,26,Synthetic_Expansion,149,0.805,0.0,0.195,149.0,1.0,46.3,Moderate,4.416666666666667,2,Group C
9637,34,Female,11.86,76,89,139,6.7,iPhone,68,188,34,Synthetic_Expansion,304,0.25,0.293,0.457,130.7,1.3,73.0,High,6.2,3,Group D
9638,33,Male,8.2,36,63,53,8.4,iPhone,107,29,36,Synthetic_Expansion,152,0.237,0.414,0.349,116.7,0.0,49.0,Moderate,4.316666666666666,1,Group B
9639,18,Male,9.86,130,2,74,5.2,iPhone,70,150,28,Synthetic_Expansion,206,0.631,0.01,0.359,120.0,2.8,60.0,High,4.6,2,Group C
9640,27,Male,10.0,50,133,288,8.6,iPhone,66,106,38,Synthetic_Expansion,471,0.106,0.282,0.611,101.3,0.0,65.8,High,8.95,3,Group D
9641,21,Male,6.79,13,59,217,6.3,iPhone,110,193,34,Synthetic_Expansion,289,0.045,0.204,0.751,174.3,1.7,46.4,Moderate,6.65,0,Group A
9642,41,Female,1.58,146,57,68,4.8,iPhone,80,140,32,Synthetic_Expansion,271,0.539,0.21,0.251,126.7,3.2,35.5,Moderate,5.85,1,Group B
9643,18,Male,10.1,160,33,281,8.2,Android,7,155,5,Synthetic_Expansion,474,0.338,0.07,0.593,58.7,0.0,60.4,High,8.016666666666667,2,Group C
9644,38,Female,3.27,10,4,213,5.4,Android,40,148,24,Synthetic_Expansion,227,0.044,0.018,0.938,89.3,2.6,24.4,Low,4.45,0,Group A
9645,38,Female,6.81,63,66,161,7.5,Android,26,116,26,Synthetic_Expansion,290,0.217,0.228,0.555,64.7,0.5,46.7,Moderate,5.266666666666667,0,Group A
9646,34,Female,2.35,23,85,234,7.2,Android,0,189,33,Synthetic_Expansion,342,0.067,0.249,0.684,63.0,0.8,32.4,Moderate,5.7,0,Group A
9647,24,Female,3.67,180,149,137,7.9,iPhone,1,184,12,Synthetic_Expansion,466,0.386,0.32,0.294,62.3,0.1,50.3,Moderate,7.783333333333333,1,Group B
9648,19,Male,2.41,194,72,288,9.6,Android,75,21,20,Synthetic_Expansion,554,0.35,0.13,0.52,82.0,0.0,36.9,Moderate,10.483333333333333,0,Group A
9649,18,Female,10.14,146,182,82,8.5,iPhone,46,184,34,Synthetic_Expansion,410,0.356,0.444,0.2,107.3,0.0,80.0,High,7.6,3,Group D
9650,34,Female,10.78,195,105,51,6.3,Android,8,156,32,Synthetic_Expansion,351,0.556,0.299,0.145,60.0,1.7,78.6,High,5.983333333333333,3,Group D
9651,18,Female,8.69,69,62,232,7.8,iPhone,0,161,11,Synthetic_Expansion,363,0.19,0.171,0.639,53.7,0.2,51.6,Moderate,6.05,0,Group A
9652,28,Female,7.98,51,19,212,5.0,Android,99,292,7,Synthetic_Expansion,282,0.181,0.067,0.752,196.3,3.0,47.2,Moderate,6.35,2,Group C
